firstName,lastName,attempts,completions,interceptions,touchdowns,yards,whenPlayed,ourTeam,ourScore,theirTeam,theirScore
James,Polk,34,12,1,0,77,2010-06-23,Augusta Autocrats,3,Glendale Centers,16
James,Polk,35,15,1,1,97,2010-06-30,Augusta Autocrats,17,Des Moines Desperadoes,17
Martin,Van Buren,35,15,0,1,167,2010-03-24,Grand Rapids Gamers,17,Huntington Beach Harriers,0
Martin,Van Buren,36,18,0,1,181,2010-03-31,Grand Rapids Gamers,11,Mobile Misfits,6
Martin,Van Buren,21,9,0,0,100,2010-04-07,Grand Rapids Gamers,16,Boise Bearcats,20
John,Adams,9,3,1,1,17,2010-04-07,Grand Rapids Gamers,16,Boise Bearcats,20
Martin,Van Buren,34,15,0,1,162,2010-04-14,Grand Rapids Gamers,11,Modesto Misanthropes,3
Martin,Van Buren,34,14,0,2,133,2010-04-21,Grand Rapids Gamers,16,Fremont Firebugs,28
John,Adams,3,1,1,0,5,2010-04-21,Grand Rapids Gamers,16,Fremont Firebugs,28
Martin,Van Buren,33,15,0,2,171,2010-04-28,Grand Rapids Gamers,25,Montgomery Music,14
Martin,Van Buren,25,13,0,2,144,2010-05-05,Grand Rapids Gamers,21,Spokane Stallions,7
John,Adams,3,0,1,0,0,2010-05-05,Grand Rapids Gamers,21,Spokane Stallions,7
Martin,Van Buren,30,18,0,1,153,2010-05-12,Grand Rapids Gamers,20,Richmond Roustabouts,27
John,Adams,4,1,1,1,6,2010-05-12,Grand Rapids Gamers,20,Richmond Roustabouts,27
Martin,Van Buren,25,13,0,1,153,2010-05-19,Grand Rapids Gamers,14,Yonkers Yellowjackets,28
John,Adams,10,3,1,0,16,2010-05-19,Grand Rapids Gamers,14,Yonkers Yellowjackets,28
Martin,Van Buren,31,16,0,1,177,2010-05-26,Grand Rapids Gamers,17,Shreveport Seamen,28
Martin,Van Buren,31,13,0,2,136,2010-06-02,Grand Rapids Gamers,15,San Bernardino Stalkers,9
Martin,Van Buren,36,21,0,1,226,2010-06-09,Grand Rapids Gamers,12,Tacoma Touchdown-Scorers,20
Martin,Van Buren,26,15,0,1,146,2010-06-16,Grand Rapids Gamers,22,Glendale Centers,30
John,Adams,9,3,1,1,20,2010-06-16,Grand Rapids Gamers,22,Glendale Centers,30
Martin,Van Buren,22,10,0,0,107,2010-06-23,Grand Rapids Gamers,19,Des Moines Desperadoes,20
John,Adams,9,2,1,1,12,2010-06-23,Grand Rapids Gamers,19,Des Moines Desperadoes,20
Martin,Van Buren,38,16,0,2,139,2010-06-30,Grand Rapids Gamers,19,Augusta Autocrats,37
James,Garfield,37,23,0,3,303,2010-03-24,Huntington Beach Harriers,28,Mobile Misfits,38
James,Garfield,25,15,0,3,193,2010-03-31,Huntington Beach Harriers,40,Boise Bearcats,16
Tom,Wilson,6,3,0,1,29,2010-03-31,Huntington Beach Harriers,40,Boise Bearcats,16
James,Garfield,26,17,0,2,187,2010-04-07,Huntington Beach Harriers,15,Modesto Misanthropes,0
James,Garfield,38,21,0,3,314,2010-04-14,Huntington Beach Harriers,33,Fremont Firebugs,28
James,Garfield,16,10,0,2,142,2010-04-21,Huntington Beach Harriers,24,Montgomery Music,16
Tom,Wilson,10,5,0,1,51,2010-04-21,Huntington Beach Harriers,24,Montgomery Music,16
James,Garfield,28,14,0,2,163,2010-04-28,Huntington Beach Harriers,27,Spokane Stallions,20
Tom,Wilson,7,3,0,1,38,2010-04-28,Huntington Beach Harriers,27,Spokane Stallions,20
James,Garfield,19,10,0,1,120,2010-05-05,Huntington Beach Harriers,17,Richmond Roustabouts,21
Tom,Wilson,10,5,0,1,48,2010-05-05,Huntington Beach Harriers,17,Richmond Roustabouts,21
James,Garfield,37,20,0,3,276,2010-05-12,Huntington Beach Harriers,30,Yonkers Yellowjackets,37
James,Garfield,39,27,0,4,342,2010-05-19,Huntington Beach Harriers,39,Shreveport Seamen,13
James,Garfield,26,16,0,3,226,2010-05-26,Huntington Beach Harriers,31,San Bernardino Stalkers,14
James,Garfield,28,18,0,2,217,2010-06-02,Huntington Beach Harriers,18,Tacoma Touchdown-Scorers,14
James,Garfield,32,20,0,4,294,2010-06-09,Huntington Beach Harriers,31,Glendale Centers,41
James,Garfield,32,18,0,3,248,2010-06-16,Huntington Beach Harriers,27,Des Moines Desperadoes,13
James,Garfield,35,22,0,3,320,2010-06-23,Huntington Beach Harriers,23,Augusta Autocrats,44
James,Garfield,38,22,0,4,301,2010-06-30,Huntington Beach Harriers,30,Grand Rapids Gamers,24
Sam,Grant,28,9,1,1,48,2010-03-24,Mobile Misfits,14,Boise Bearcats,6
Sam,Grant,31,11,1,1,73,2010-03-31,Mobile Misfits,11,Modesto Misanthropes,9
Sam,Grant,28,8,1,1,42,2010-04-07,Mobile Misfits,10,Fremont Firebugs,6
Sam,Grant,38,14,1,0,78,2010-04-14,Mobile Misfits,6,Montgomery Music,37
Sam,Grant,24,9,1,1,48,2010-04-21,Mobile Misfits,13,Spokane Stallions,24
George,Bush,5,3,0,0,45,2010-04-21,Mobile Misfits,13,Spokane Stallions,24
Sam,Grant,37,10,1,0,63,2010-04-28,Mobile Misfits,6,Richmond Roustabouts,30
Sam,Grant,37,12,1,0,61,2010-05-05,Mobile Misfits,11,Yonkers Yellowjackets,23
George,Bush,1,0,0,0,0,2010-05-05,Mobile Misfits,11,Yonkers Yellowjackets,23
Sam,Grant,36,13,1,0,81,2010-05-12,Mobile Misfits,3,Shreveport Seamen,20
Sam,Grant,30,8,1,1,41,2010-05-19,Mobile Misfits,9,San Bernardino Stalkers,9
Sam,Grant,31,10,1,0,52,2010-05-26,Mobile Misfits,6,Tacoma Touchdown-Scorers,21
Sam,Grant,30,12,1,0,67,2010-06-02,Mobile Misfits,10,Glendale Centers,35
Sam,Grant,26,9,1,0,46,2010-06-09,Mobile Misfits,11,Des Moines Desperadoes,6
Sam,Grant,32,12,1,0,82,2010-06-16,Mobile Misfits,3,Augusta Autocrats,41
George,Bush,4,3,0,0,59,2010-06-16,Mobile Misfits,3,Augusta Autocrats,41
Sam,Grant,26,9,1,0,62,2010-06-23,Mobile Misfits,12,Grand Rapids Gamers,41
George,Bush,2,1,0,1,19,2010-06-23,Mobile Misfits,12,Grand Rapids Gamers,41
Sam,Grant,36,9,1,1,46,2010-06-30,Mobile Misfits,17,Huntington Beach Harriers,30
William,Harrison,35,26,0,7,488,2011-03-23,Boise Bearcats,49,Modesto Misanthropes,31
William,Harrison,38,33,0,8,546,2011-03-30,Boise Bearcats,65,Fremont Firebugs,24
William,Harrison,28,24,0,4,351,2011-04-06,Boise Bearcats,36,Montgomery Music,14
William,Harrison,23,19,0,5,344,2011-04-13,Boise Bearcats,44,Spokane Stallions,20
George,Bush,3,2,0,1,33,2011-04-13,Boise Bearcats,44,Spokane Stallions,20
William,Harrison,38,30,0,6,422,2011-04-20,Boise Bearcats,42,Richmond Roustabouts,34
William,Harrison,25,20,0,4,333,2011-04-27,Boise Bearcats,33,Yonkers Yellowjackets,24
William,Harrison,15,10,0,3,151,2011-05-04,Boise Bearcats,29,Shreveport Seamen,3
George,Bush,9,7,0,1,117,2011-05-04,Boise Bearcats,29,Shreveport Seamen,3
William,Harrison,34,28,0,8,512,2011-05-11,Boise Bearcats,67,San Bernardino Stalkers,24
William,Harrison,38,27,0,7,469,2011-05-18,Boise Bearcats,52,Tacoma Touchdown-Scorers,37
William,Harrison,27,19,0,3,270,2011-05-25,Boise Bearcats,47,Glendale Centers,38
George,Bush,9,6,0,2,91,2011-05-25,Boise Bearcats,47,Glendale Centers,38
William,Harrison,31,25,0,7,434,2011-06-01,Boise Bearcats,49,Des Moines Desperadoes,37
William,Harrison,39,27,0,6,486,2011-06-08,Boise Bearcats,49,Augusta Autocrats,13
William,Harrison,30,26,0,8,514,2011-06-15,Boise Bearcats,60,Grand Rapids Gamers,0
William,Harrison,39,31,0,7,500,2011-06-22,Boise Bearcats,59,Huntington Beach Harriers,7
William,Harrison,26,20,0,5,329,2011-06-29,Boise Bearcats,55,Mobile Misfits,23
George,Bush,10,7,0,2,102,2011-06-29,Boise Bearcats,55,Mobile Misfits,23
Dick,Nixon,36,22,0,4,343,2011-03-23,Modesto Misanthropes,29,Fremont Firebugs,10
Dick,Nixon,28,17,0,4,272,2011-03-30,Modesto Misanthropes,36,Montgomery Music,9
Dick,Nixon,20,12,0,1,167,2011-04-06,Modesto Misanthropes,23,Spokane Stallions,44
Ike,Eisenhower,4,1,1,1,4,2011-04-06,Modesto Misanthropes,23,Spokane Stallions,44
Dick,Nixon,24,18,0,3,298,2011-04-13,Modesto Misanthropes,34,Richmond Roustabouts,10
Ike,Eisenhower,6,1,1,1,4,2011-04-13,Modesto Misanthropes,34,Richmond Roustabouts,10
Dick,Nixon,34,25,0,4,351,2011-04-20,Modesto Misanthropes,30,Yonkers Yellowjackets,37
Dick,Nixon,26,16,0,2,195,2011-04-27,Modesto Misanthropes,23,Shreveport Seamen,9
Dick,Nixon,24,15,0,3,188,2011-05-04,Modesto Misanthropes,23,San Bernardino Stalkers,37
Ike,Eisenhower,4,1,1,0,4,2011-05-04,Modesto Misanthropes,23,San Bernardino Stalkers,37
Dick,Nixon,34,24,0,5,345,2011-05-11,Modesto Misanthropes,43,Tacoma Touchdown-Scorers,31
Dick,Nixon,23,16,0,3,221,2011-05-18,Modesto Misanthropes,38,Glendale Centers,31
Ike,Eisenhower,6,2,1,1,11,2011-05-18,Modesto Misanthropes,38,Glendale Centers,31
Dick,Nixon,29,17,0,2,225,2011-05-25,Modesto Misanthropes,22,Des Moines Desperadoes,21
Dick,Nixon,26,18,0,2,248,2011-06-01,Modesto Misanthropes,24,Augusta Autocrats,23
Ike,Eisenhower,4,1,1,0,4,2011-06-01,Modesto Misanthropes,24,Augusta Autocrats,23
Dick,Nixon,33,24,0,4,345,2011-06-08,Modesto Misanthropes,28,Grand Rapids Gamers,41
Dick,Nixon,28,19,0,3,279,2011-06-15,Modesto Misanthropes,29,Huntington Beach Harriers,10
Ike,Eisenhower,7,1,1,0,4,2011-06-15,Modesto Misanthropes,29,Huntington Beach Harriers,10
Dick,Nixon,25,15,0,2,236,2011-06-22,Modesto Misanthropes,19,Mobile Misfits,17
Ike,Eisenhower,8,2,1,0,9,2011-06-22,Modesto Misanthropes,19,Mobile Misfits,17
Dick,Nixon,34,20,0,4,298,2011-06-29,Modesto Misanthropes,31,Boise Bearcats,31
Dubya,Bush,20,5,1,1,20,2011-03-23,Fremont Firebugs,17,Montgomery Music,21
Rutherford,Hayes,7,2,1,1,8,2011-03-23,Fremont Firebugs,17,Montgomery Music,21
Dubya,Bush,38,12,1,1,44,2011-03-30,Fremont Firebugs,8,Spokane Stallions,34
Dubya,Bush,36,11,1,1,39,2011-04-06,Fremont Firebugs,19,Richmond Roustabouts,13
Rutherford,Hayes,1,0,1,0,0,2011-04-06,Fremont Firebugs,19,Richmond Roustabouts,13
Dubya,Bush,25,9,1,0,42,2011-04-13,Fremont Firebugs,12,Yonkers Yellowjackets,20
Dubya,Bush,37,9,1,1,34,2011-04-20,Fremont Firebugs,9,Shreveport Seamen,6
Dubya,Bush,30,7,1,1,29,2011-04-27,Fremont Firebugs,18,San Bernardino Stalkers,27
Dubya,Bush,27,9,1,1,44,2011-05-04,Fremont Firebugs,10,Tacoma Touchdown-Scorers,35
Dubya,Bush,30,8,1,0,34,2011-05-11,Fremont Firebugs,10,Glendale Centers,9
Rutherford,Hayes,6,2,1,0,8,2011-05-11,Fremont Firebugs,10,Glendale Centers,9
Dubya,Bush,20,7,1,1,25,2011-05-18,Fremont Firebugs,21,Des Moines Desperadoes,44
Rutherford,Hayes,7,2,1,1,10,2011-05-18,Fremont Firebugs,21,Des Moines Desperadoes,44
Dubya,Bush,27,7,1,1,35,2011-05-25,Fremont Firebugs,16,Augusta Autocrats,34
Dubya,Bush,34,10,1,1,44,2011-06-01,Fremont Firebugs,11,Grand Rapids Gamers,10
Dubya,Bush,38,13,1,0,50,2011-06-08,Fremont Firebugs,4,Huntington Beach Harriers,3
Dubya,Bush,38,9,1,1,35,2011-06-15,Fremont Firebugs,10,Mobile Misfits,38
Dubya,Bush,26,9,1,0,43,2011-06-22,Fremont Firebugs,1,Boise Bearcats,10
Rutherford,Hayes,6,1,1,0,4,2011-06-22,Fremont Firebugs,1,Boise Bearcats,10
Dubya,Bush,39,12,1,0,46,2011-06-29,Fremont Firebugs,12,Modesto Misanthropes,7
Millard,Fillmore,38,27,0,7,447,2011-03-23,Montgomery Music,49,Spokane Stallions,41
Millard,Fillmore,39,30,0,6,435,2011-03-30,Montgomery Music,45,Richmond Roustabouts,21
Millard,Fillmore,39,27,0,6,474,2011-04-06,Montgomery Music,49,Yonkers Yellowjackets,10
Millard,Fillmore,29,21,0,5,297,2011-04-13,Montgomery Music,37,Shreveport Seamen,24
Millard,Fillmore,36,28,0,6,377,2011-04-20,Montgomery Music,47,San Bernardino Stalkers,9
Millard,Fillmore,29,21,0,4,358,2011-04-27,Montgomery Music,45,Tacoma Touchdown-Scorers,13
James,Madison,8,5,0,2,84,2011-04-27,Montgomery Music,45,Tacoma Touchdown-Scorers,13
Millard,Fillmore,26,22,0,5,307,2011-05-04,Montgomery Music,44,Glendale Centers,3
Millard,Fillmore,29,22,0,6,402,2011-05-11,Montgomery Music,52,Des Moines Desperadoes,16
Millard,Fillmore,26,18,0,5,305,2011-05-18,Montgomery Music,45,Augusta Autocrats,37
Millard,Fillmore,27,22,0,5,375,2011-05-25,Montgomery Music,45,Grand Rapids Gamers,0
Millard,Fillmore,39,29,0,5,389,2011-06-01,Montgomery Music,39,Huntington Beach Harriers,10
Millard,Fillmore,37,28,0,6,430,2011-06-08,Montgomery Music,47,Mobile Misfits,34
Millard,Fillmore,37,30,0,7,454,2011-06-15,Montgomery Music,52,Boise Bearcats,30
Millard,Fillmore,31,22,0,5,405,2011-06-22,Montgomery Music,42,Modesto Misanthropes,21
Millard,Fillmore,36,27,0,6,490,2011-06-29,Montgomery Music,49,Fremont Firebugs,17
Gerry,Ford,32,10,1,1,80,2011-03-23,Spokane Stallions,12,Richmond Roustabouts,3
Gerry,Ford,38,12,1,1,83,2011-03-30,Spokane Stallions,18,Yonkers Yellowjackets,16
Gerry,Ford,25,9,1,1,60,2011-04-06,Spokane Stallions,14,Shreveport Seamen,21
Bill,Clinton,5,2,0,1,19,2011-04-06,Spokane Stallions,14,Shreveport Seamen,21
Gerry,Ford,28,12,1,0,101,2011-04-13,Spokane Stallions,2,San Bernardino Stalkers,34
Gerry,Ford,25,8,1,0,67,2011-04-20,Spokane Stallions,6,Tacoma Touchdown-Scorers,34
Gerry,Ford,26,8,1,1,54,2011-04-27,Spokane Stallions,10,Glendale Centers,38
Bill,Clinton,12,4,0,0,40,2011-04-27,Spokane Stallions,10,Glendale Centers,38
Gerry,Ford,30,9,1,0,57,2011-05-04,Spokane Stallions,7,Des Moines Desperadoes,9
Gerry,Ford,21,8,1,0,58,2011-05-11,Spokane Stallions,14,Augusta Autocrats,21
Bill,Clinton,13,5,0,1,52,2011-05-11,Spokane Stallions,14,Augusta Autocrats,21
Gerry,Ford,19,8,1,1,70,2011-05-18,Spokane Stallions,19,Grand Rapids Gamers,10
Bill,Clinton,6,3,0,1,27,2011-05-18,Spokane Stallions,19,Grand Rapids Gamers,10
Gerry,Ford,32,11,1,0,75,2011-05-25,Spokane Stallions,15,Huntington Beach Harriers,21
Bill,Clinton,4,1,0,1,8,2011-05-25,Spokane Stallions,15,Huntington Beach Harriers,21
Gerry,Ford,28,11,1,1,83,2011-06-01,Spokane Stallions,17,Mobile Misfits,35
Gerry,Ford,27,9,1,1,57,2011-06-08,Spokane Stallions,8,Boise Bearcats,9
Bill,Clinton,2,0,0,0,0,2011-06-08,Spokane Stallions,8,Boise Bearcats,9
Gerry,Ford,34,15,1,0,129,2011-06-15,Spokane Stallions,1,Modesto Misanthropes,3
Gerry,Ford,37,15,1,1,117,2011-06-22,Spokane Stallions,17,Fremont Firebugs,31
Gerry,Ford,38,12,1,0,96,2011-06-29,Spokane Stallions,11,Montgomery Music,28
Abe,Lincoln,28,20,0,5,354,2011-03-23,Richmond Roustabouts,45,Yonkers Yellowjackets,13
Jim,Buchanan,1,0,0,0,0,2011-03-23,Richmond Roustabouts,45,Yonkers Yellowjackets,13
Abe,Lincoln,30,20,0,5,356,2011-03-30,Richmond Roustabouts,41,Shreveport Seamen,10
Abe,Lincoln,28,20,0,5,317,2011-04-06,Richmond Roustabouts,50,San Bernardino Stalkers,21
Jim,Buchanan,10,7,0,1,95,2011-04-06,Richmond Roustabouts,50,San Bernardino Stalkers,21
Abe,Lincoln,29,22,0,5,316,2011-04-13,Richmond Roustabouts,36,Tacoma Touchdown-Scorers,14
Abe,Lincoln,24,19,0,4,338,2011-04-20,Richmond Roustabouts,44,Glendale Centers,6
Jim,Buchanan,3,2,0,1,23,2011-04-20,Richmond Roustabouts,44,Glendale Centers,6
Abe,Lincoln,28,24,0,6,411,2011-04-27,Richmond Roustabouts,51,Des Moines Desperadoes,23
Abe,Lincoln,32,27,0,7,443,2011-05-04,Richmond Roustabouts,50,Augusta Autocrats,16
Abe,Lincoln,28,23,0,6,429,2011-05-11,Richmond Roustabouts,53,Grand Rapids Gamers,16
Jim,Buchanan,2,1,0,1,12,2011-05-11,Richmond Roustabouts,53,Grand Rapids Gamers,16
Abe,Lincoln,37,26,0,5,389,2011-05-18,Richmond Roustabouts,43,Huntington Beach Harriers,28
Abe,Lincoln,38,29,0,7,511,2011-05-25,Richmond Roustabouts,57,Mobile Misfits,0
Abe,Lincoln,33,28,0,5,388,2011-06-01,Richmond Roustabouts,42,Boise Bearcats,13
Abe,Lincoln,37,30,0,8,576,2011-06-08,Richmond Roustabouts,67,Modesto Misanthropes,14
Abe,Lincoln,25,21,0,4,348,2011-06-15,Richmond Roustabouts,38,Fremont Firebugs,16
Abe,Lincoln,20,15,0,3,272,2011-06-22,Richmond Roustabouts,40,Montgomery Music,44
Jim,Buchanan,8,5,0,1,77,2011-06-22,Richmond Roustabouts,40,Montgomery Music,44
Abe,Lincoln,22,18,0,3,274,2011-06-29,Richmond Roustabouts,27,Spokane Stallions,44
Jim,Buchanan,6,3,0,0,39,2011-06-29,Richmond Roustabouts,27,Spokane Stallions,44
Lyndon,Johnson,38,28,0,7,526,2011-03-23,Yonkers Yellowjackets,56,Shreveport Seamen,35
Lyndon,Johnson,33,26,0,6,454,2011-03-30,Yonkers Yellowjackets,45,San Bernardino Stalkers,30
Lyndon,Johnson,29,24,0,4,328,2011-04-06,Yonkers Yellowjackets,32,Tacoma Touchdown-Scorers,14
Lyndon,Johnson,36,26,0,6,474,2011-04-13,Yonkers Yellowjackets,52,Glendale Centers,13
Lyndon,Johnson,37,25,0,6,437,2011-04-20,Yonkers Yellowjackets,44,Des Moines Desperadoes,23
Lyndon,Johnson,39,32,0,8,608,2011-04-27,Yonkers Yellowjackets,57,Augusta Autocrats,30
Lyndon,Johnson,27,21,0,4,366,2011-05-04,Yonkers Yellowjackets,37,Grand Rapids Gamers,9
Lyndon,Johnson,33,24,0,6,382,2011-05-11,Yonkers Yellowjackets,48,Huntington Beach Harriers,28
Lyndon,Johnson,26,20,0,5,337,2011-05-18,Yonkers Yellowjackets,41,Mobile Misfits,10
Lyndon,Johnson,18,14,0,3,255,2011-05-25,Yonkers Yellowjackets,37,Boise Bearcats,21
Herbert,Hoover,9,5,0,1,47,2011-05-25,Yonkers Yellowjackets,37,Boise Bearcats,21
Lyndon,Johnson,24,17,0,3,251,2011-06-01,Yonkers Yellowjackets,32,Modesto Misanthropes,38
Herbert,Hoover,9,5,0,0,57,2011-06-01,Yonkers Yellowjackets,32,Modesto Misanthropes,38
Lyndon,Johnson,25,18,0,3,276,2011-06-08,Yonkers Yellowjackets,29,Fremont Firebugs,9
Lyndon,Johnson,31,25,0,6,415,2011-06-15,Yonkers Yellowjackets,52,Montgomery Music,20
Lyndon,Johnson,39,32,0,7,441,2011-06-22,Yonkers Yellowjackets,49,Spokane Stallions,27
Lyndon,Johnson,20,14,0,3,225,2011-06-29,Yonkers Yellowjackets,29,Richmond Roustabouts,10
Herbert,Hoover,5,3,0,1,31,2011-06-29,Yonkers Yellowjackets,29,Richmond Roustabouts,10
Cal,Coolidge,29,10,1,1,62,2011-03-23,Shreveport Seamen,18,San Bernardino Stalkers,20
Cal,Coolidge,23,8,1,1,48,2011-03-30,Shreveport Seamen,16,Tacoma Touchdown-Scorers,0
John,Tyler,15,5,1,1,34,2011-03-30,Shreveport Seamen,16,Tacoma Touchdown-Scorers,0
Cal,Coolidge,34,8,1,0,47,2011-04-06,Shreveport Seamen,9,Glendale Centers,28
Cal,Coolidge,33,10,1,0,52,2011-04-13,Shreveport Seamen,12,Des Moines Desperadoes,38
Cal,Coolidge,35,13,1,1,84,2011-04-20,Shreveport Seamen,15,Augusta Autocrats,13
Cal,Coolidge,23,10,1,0,65,2011-04-27,Shreveport Seamen,19,Grand Rapids Gamers,30
John,Tyler,7,2,1,1,14,2011-04-27,Shreveport Seamen,19,Grand Rapids Gamers,30
Cal,Coolidge,35,13,1,1,87,2011-05-04,Shreveport Seamen,18,Huntington Beach Harriers,30
Cal,Coolidge,32,10,1,0,60,2011-05-11,Shreveport Seamen,6,Mobile Misfits,41
Cal,Coolidge,25,10,1,0,62,2011-05-18,Shreveport Seamen,3,Boise Bearcats,10
Cal,Coolidge,38,14,1,1,81,2011-05-25,Shreveport Seamen,9,Modesto Misanthropes,13
Cal,Coolidge,30,11,1,1,57,2011-06-01,Shreveport Seamen,16,Fremont Firebugs,9
Cal,Coolidge,28,12,1,1,78,2011-06-08,Shreveport Seamen,9,Montgomery Music,35
Cal,Coolidge,37,15,1,0,85,2011-06-15,Shreveport Seamen,0,Spokane Stallions,28
Cal,Coolidge,23,9,1,0,50,2011-06-22,Shreveport Seamen,12,Richmond Roustabouts,38
John,Tyler,3,1,1,1,7,2011-06-22,Shreveport Seamen,12,Richmond Roustabouts,38
Cal,Coolidge,33,10,1,0,63,2011-06-29,Shreveport Seamen,3,Yonkers Yellowjackets,24
Franklin,Roosevelt,30,20,0,6,380,2011-03-23,San Bernardino Stalkers,50,Tacoma Touchdown-Scorers,27
William,McKinley,4,1,1,0,6,2011-03-23,San Bernardino Stalkers,50,Tacoma Touchdown-Scorers,27
Franklin,Roosevelt,34,23,0,5,366,2011-03-30,San Bernardino Stalkers,42,Glendale Centers,21
Franklin,Roosevelt,27,20,0,3,274,2011-04-06,San Bernardino Stalkers,22,Des Moines Desperadoes,16
Franklin,Roosevelt,33,22,0,5,380,2011-04-13,San Bernardino Stalkers,47,Augusta Autocrats,21
Franklin,Roosevelt,21,16,0,3,266,2011-04-20,San Bernardino Stalkers,40,Grand Rapids Gamers,24
William,McKinley,4,1,1,1,5,2011-04-20,San Bernardino Stalkers,40,Grand Rapids Gamers,24
Franklin,Roosevelt,30,21,0,4,349,2011-04-27,San Bernardino Stalkers,32,Huntington Beach Harriers,34
Franklin,Roosevelt,31,25,0,5,395,2011-05-04,San Bernardino Stalkers,53,Mobile Misfits,9
William,McKinley,6,1,1,1,5,2011-05-04,San Bernardino Stalkers,53,Mobile Misfits,9
Franklin,Roosevelt,35,26,0,6,455,2011-05-11,San Bernardino Stalkers,45,Boise Bearcats,17
Franklin,Roosevelt,17,13,0,4,220,2011-05-18,San Bernardino Stalkers,38,Modesto Misanthropes,20
William,McKinley,7,2,1,0,12,2011-05-18,San Bernardino Stalkers,38,Modesto Misanthropes,20
Franklin,Roosevelt,36,30,0,6,489,2011-05-25,San Bernardino Stalkers,49,Fremont Firebugs,20
Franklin,Roosevelt,39,34,0,10,660,2011-06-01,San Bernardino Stalkers,70,Montgomery Music,41
Franklin,Roosevelt,32,22,0,6,398,2011-06-08,San Bernardino Stalkers,44,Spokane Stallions,23
Franklin,Roosevelt,30,20,0,4,344,2011-06-15,San Bernardino Stalkers,34,Richmond Roustabouts,20
William,McKinley,7,2,1,0,11,2011-06-15,San Bernardino Stalkers,34,Richmond Roustabouts,20
Franklin,Roosevelt,23,17,0,4,277,2011-06-22,San Bernardino Stalkers,31,Yonkers Yellowjackets,17
William,McKinley,2,0,1,0,0,2011-06-22,San Bernardino Stalkers,31,Yonkers Yellowjackets,17
Franklin,Roosevelt,30,21,0,6,405,2011-06-29,San Bernardino Stalkers,49,Shreveport Seamen,6
Tom,Jefferson,22,12,0,1,116,2011-03-23,Tacoma Touchdown-Scorers,12,Glendale Centers,20
Harry,Truman,10,3,1,0,18,2011-03-23,Tacoma Touchdown-Scorers,12,Glendale Centers,20
Tom,Jefferson,33,19,0,2,166,2011-03-30,Tacoma Touchdown-Scorers,18,Des Moines Desperadoes,23
Tom,Jefferson,35,15,0,0,124,2011-04-06,Tacoma Touchdown-Scorers,3,Augusta Autocrats,17
Tom,Jefferson,19,7,0,1,77,2011-04-13,Tacoma Touchdown-Scorers,17,Grand Rapids Gamers,38
Harry,Truman,8,3,1,0,15,2011-04-13,Tacoma Touchdown-Scorers,17,Grand Rapids Gamers,38
Tom,Jefferson,29,13,0,2,139,2011-04-20,Tacoma Touchdown-Scorers,22,Huntington Beach Harriers,37
Tom,Jefferson,36,14,0,2,126,2011-04-27,Tacoma Touchdown-Scorers,18,Mobile Misfits,14
Tom,Jefferson,35,17,0,2,160,2011-05-04,Tacoma Touchdown-Scorers,16,Boise Bearcats,38
Tom,Jefferson,28,12,0,0,108,2011-05-11,Tacoma Touchdown-Scorers,9,Modesto Misanthropes,30
Tom,Jefferson,24,9,0,0,95,2011-05-18,Tacoma Touchdown-Scorers,10,Fremont Firebugs,28
Harry,Truman,10,4,1,0,25,2011-05-18,Tacoma Touchdown-Scorers,10,Fremont Firebugs,28
Tom,Jefferson,27,15,0,1,167,2011-05-25,Tacoma Touchdown-Scorers,16,Montgomery Music,24
Tom,Jefferson,28,15,0,2,131,2011-06-01,Tacoma Touchdown-Scorers,22,Spokane Stallions,23
Tom,Jefferson,25,12,0,1,114,2011-06-08,Tacoma Touchdown-Scorers,13,Richmond Roustabouts,31
Harry,Truman,6,2,1,0,12,2011-06-08,Tacoma Touchdown-Scorers,13,Richmond Roustabouts,31
Tom,Jefferson,26,14,0,2,156,2011-06-15,Tacoma Touchdown-Scorers,15,Yonkers Yellowjackets,9
Tom,Jefferson,22,9,0,0,74,2011-06-22,Tacoma Touchdown-Scorers,16,Shreveport Seamen,13
Harry,Truman,14,4,1,1,26,2011-06-22,Tacoma Touchdown-Scorers,16,Shreveport Seamen,13
Tom,Jefferson,23,9,0,0,78,2011-06-29,Tacoma Touchdown-Scorers,8,San Bernardino Stalkers,37
Harry,Truman,5,2,1,0,14,2011-06-29,Tacoma Touchdown-Scorers,8,San Bernardino Stalkers,37
Zach,Taylor,22,8,1,0,44,2011-03-23,Glendale Centers,9,Des Moines Desperadoes,13
Big Bill,Taft,11,2,1,1,8,2011-03-23,Glendale Centers,9,Des Moines Desperadoes,13
Zach,Taylor,25,9,1,1,52,2011-03-30,Glendale Centers,14,Augusta Autocrats,14
Big Bill,Taft,6,1,1,1,4,2011-03-30,Glendale Centers,14,Augusta Autocrats,14
Zach,Taylor,25,10,1,1,56,2011-04-06,Glendale Centers,19,Grand Rapids Gamers,30
Big Bill,Taft,12,3,1,1,14,2011-04-06,Glendale Centers,19,Grand Rapids Gamers,30
Zach,Taylor,30,11,1,1,57,2011-04-13,Glendale Centers,9,Huntington Beach Harriers,20
Zach,Taylor,35,9,1,1,53,2011-04-20,Glendale Centers,18,Mobile Misfits,3
Zach,Taylor,26,11,1,1,79,2011-04-27,Glendale Centers,17,Boise Bearcats,31
Big Bill,Taft,11,2,1,1,10,2011-04-27,Glendale Centers,17,Boise Bearcats,31
